60140.38027 23.306
60140.38072 23.355
60209.25828 23.336
60209.25872 23.316
60209.25917 23.257
60546.34558 23.433
60546.34647 23.377
60546.34780 23.367
60546.34825 23.429
60546.34870 23.452
60859.41278 23.306
60859.41684 23.299
60859.41729 23.347
60859.41774 23.387
60890.38637 23.447
60890.38682 23.419
60890.38726 23.550
60890.38771 23.491
60908.38885 23.545
60908.38931 23.609
60908.38976 23.613
60933.23350 23.646
60933.23395 23.590
60933.23440 23.519
60933.23574 23.573
60945.16272 23.467
60945.16406 23.512
60947.15039 23.399
60964.18512 23.748
60964.18556 23.720
60964.18601 23.711
60964.18645 23.652
60964.18824 23.647
60964.18869 23.661
60964.18913 23.728
60968.21657 23.199
60968.21703 23.342
61272.31169 23.637
61272.31214 23.607
61272.31258 23.552
61272.31303 23.579
61285.23959 23.408
61285.24005 23.453
61289.23721 23.644
61289.23766 23.682
61289.23810 23.672
61289.23855 23.702
61355.09508 23.623
61581.40736 23.079
61581.41138 23.086
61581.41182 23.058
61581.41226 23.027
61581.41316 23.068
61581.41361 23.006
61581.41405 23.036
61597.35206 23.518
61597.35250 23.519
61629.37887 23.814
61629.37932 23.754
61629.39690 23.768
61629.39735 23.744
61629.39780 23.625
61655.29365 23.475
61655.29410 23.448
61655.29454 23.391
61655.29633 23.386
61655.29678 23.449
61655.29722 23.454
61701.12097 23.502
61701.12411 23.453
61701.12456 23.441
61701.12500 23.489
61701.12545 23.541
61701.15586 23.478
61701.15631 23.451
61728.12190 23.631
61728.12279 23.568
61728.12684 23.588
61728.12729 23.656
61728.12774 23.680
61730.11851 23.651
61730.11940 23.588
61952.42601 22.919
61952.42646 22.867
61994.33155 23.259
61994.36304 23.062
61994.36350 23.105
61994.36394 23.050
61994.36483 23.047
61994.36528 23.104
61994.36573 23.129
62041.28093 23.191
62041.28138 23.258
62301.42840 23.375
62301.42885 23.422
62308.44065 23.103
62310.44060 23.195
62310.44105 23.187
62310.44149 23.189
62380.27855 23.316
62380.27900 23.286
62380.27946 23.230
62380.28439 23.233
62380.28484 23.285
62380.28528 23.322
62390.29081 23.665
62390.29126 23.642
62390.29171 23.583
62390.29666 23.664
62390.29709 23.667
62390.29755 23.678
62391.20213 23.560
62391.20257 23.604
62410.15552 23.517
62410.15596 23.561
62410.15641 23.560
62410.15686 23.591
62410.20097 23.525
62410.20187 23.487
62410.20907 23.512
62414.14367 23.560
62451.08454 23.372
62451.08499 23.344
62451.08544 23.247
62451.08769 23.242
62451.08814 23.296
62677.44039 23.115
62677.44174 23.104
62690.41521 22.666
62690.44043 22.484
62690.44087 22.445
62690.44132 22.359
62690.44222 22.359
63020.42200 23.415
63020.42244 23.395
63020.42736 23.369
63020.42780 23.386
63020.42825 23.413
63048.43469 23.005
63048.43514 22.947
63048.43918 22.782
63048.43962 22.725
63048.44141 22.654
63048.44186 22.688
63048.44230 22.697
63117.14120 23.315
63117.14164 23.321
63117.14569 23.517
63117.14613 23.531
63117.20377 23.522
63117.20421 23.559
63117.20466 23.589
63146.18178 23.370
63146.18223 23.319
63146.18267 23.270
63411.38016 23.210
63428.17698 22.668
63428.17743 22.684
63428.17787 22.691
63428.17876 22.600
63428.17922 22.869
63428.18234 22.840
63428.18279 22.823
63459.20082 23.225
63459.20127 23.167
63459.20171 23.198
63459.20439 23.161
63459.20483 23.154
